formula,sg,xc,flg
CTi3Tl,221,{'pbe': {}},
O14Ta4,227,"{'pbe': {'am': 5.38, 'tm': 4.12}}",
CdGd2Ni2,65,"{'pbe': {'am': 14.5, 'tm': 14.38}}",
Li30Si8,220,{'pbe': {}},
Ga3Pt2,164,{'pbe': {}},
I6K2O18,2,"{'pbe': {'am': 3.08, 'tm': 2.84}}",
Cr2H2,194,{'pbe': {}},
Co4Ta16Te16,55,{'pbe': {}},
CH5I3N2Sn,38,{'pbe': {}},
F6SnTl2,225,{'pbe': {}},
Ga4O12,204,"{'pbe': {'am': 10.78, 'tm': 10.49}}",
HoO2Rb,166,"{'pbe': {'am': 4.02, 'tm': 4.0}}",
Ir4Si4Tb2,129,"{'pbe': {'am': 12.06, 'tm': 11.99}}",
CuF11NaZr2,2,"{'pbe': {'am': 1.09, 'tm': 1.0}}",
In2Li2,227,{'pbe': {}},
BaHfO8P2,164,{'pbe': {}},['ht']
Co2Ge2Sr,139,{'pbe': {}},
OPt,225,{'pbe': {}},
P8Ti14,12,{'pbe': {}},
O28S12Si8Y16,141,{'pbe': {}},
LiS2Zr,160,{'pbe': {}},
AgCu4Gd,216,"{'pbe': {'am': 7.28, 'tm': 7.24}}",
Cu2S4,58,{'pbe': {}},
Cl5Cs3Li2,8,{'pbe': {}},['th']
B6Ru14,186,{'pbe': {}},
B6La,221,{'pbe': {}},
N8O16Pd2Rb4,14,{'pbe': {}},
Cl8F16O8P8,62,{'pbe': {}},
Cl6EuRb3,225,"{'pbe': {'am': 6.55, 'tm': 6.0}}",
O20P8,161,{'pbe': {}},
O6V32,139,{'pbe': {}},
Au4Cl20S4,14,{'pbe': {}},
Cr5Se8Tl,12,"{'pbe': {'am': 17.28, 'tm': 15.0}}",
Fe4Mn4O20Y4,55,"{'pbe': {'am': 24.53, 'tm': 23.99}}",
Cu2GeS3,44,{'pbe': {}},
Cu4Sb4Se8,62,{'pbe': {}},
Cu4N8O24,31,{'pbe': {}},
As4H36N8O16,14,{'pbe': {}},
Eu4O8V4,88,"{'pbe': {'am': 36.31, 'tm': 17.02}}",['hp']
I6Pb3,166,{'pbe': {}},
Co2Ga2Gd6S14,173,"{'pbe': {'am': 44.51, 'tm': 43.99}}",
Dy2O12Rh2Sr6,167,"{'pbe': {'am': 10.07, 'tm': 10.0}}",
Ag20Mg6Y8,64,{'pbe': {}},
Ca4Pt4Si4,198,{'pbe': {}},
CRu3Sc,221,{'pbe': {}},
Ag5Ba,191,{'pbe': {}},
ClCsO4,216,{'pbe': {}},['ht']
H2K6O16S4,15,{'pbe': {}},
B4H16Li4,62,{'pbe': {}},['th']
Cl8O8Pb4,68,{'pbe': {}},
Br2In10Se10,31,{'pbe': {}},
Hg6S8Tl4,15,{'pbe': {}},
Cl2H2O2Pb2,12,{'pbe': {}},
Gd2O12Sr4Ta2,14,"{'pbe': {'am': 14.04, 'tm': 13.93}}",
B3Ca4LiN6,229,{'pbe': {}},
H12Ni4O28S4Y4,62,"{'pbe': {'am': 8.33, 'tm': 8.0}}",
CaH12O12P6Sn,148,{'pbe': {}},
C8H12K2N8Na2O6Pt2,9,{'pbe': {}},
Na8P56,142,{'pbe': {}},
Fe12Ge24Zr12,55,"{'pbe': {'am': 21.65, 'tm': 17.66}}",
C4Mn12W12,227,"{'pbe': {'am': 6.51, 'tm': 4.65}}",
Ba6H26Mg7,71,{'pbe': {}},
B16Gd4Mo4,55,"{'pbe': {'am': 28.48, 'tm': 27.97}}",
C10H14CoN8O2,12,"{'pbe': {'am': 3.14, 'tm': 3.0}}",
Al4Li4Se8,33,{'pbe': {}},
C2,227,{'pbe': {}},['th']
C4RuSc3,71,{'pbe': {}},
Ge4Sr8,62,{'pbe': {}},
Au2Bi2Sr2,194,{'pbe': {}},
OTi,187,{'pbe': {}},
Mn4N8O24,205,"{'pbe': {'am': 20.01, 'tm': 20.0}}",
Cu2HgSiTe4,121,{'pbe': {}},
PtSe2,164,{'pbe': {}},
K8N8O20S4,62,{'pbe': {}},
N2Ta2,186,{'pbe': {}},
Ge10Rh6Y4,15,{'pbe': {}},
C2Mg2O6,167,{'pbe': {}},['hp']
K4O24Sc4Se8,62,{'pbe': {}},
K2La10O26V4,12,{'pbe': {}},
Cu2S14Si2Y6,173,{'pbe': {}},
I8Pt4,14,{'pbe': {}},
F8Fe4O16P4Sr4,14,"{'pbe': {'am': 20.11, 'tm': 20.0}}",
Eu2In8Ir2,63,"{'pbe': {'am': 14.07, 'tm': 13.73}}",
Gd8Pt2,227,"{'pbe': {'am': 60.4, 'tm': 60.39}}",
I16K8O8Pt4,61,{'pbe': {'am': 0.01}},
O4Pd2,136,{'pbe': {}},
I10N4,186,"{'pbe': {'am': 6.39, 'tm': 6.0}}",
F16O4Os4,14,{'pbe': {}},
Cr4Ni4P4,62,"{'pbe': {'am': 11.95, 'tm': 10.83}}",
KLuO2,166,{'pbe': {}},
S9Tl18,146,{'pbe': {}},
CPbYb3,221,"{'pbe': {'am': 1.34, 'tm': 1.34}}",
Na6O9S2,225,{'pbe': {}},
Mn7Pd9,139,"{'pbe': {'am': 32.15, 'tm': 31.46}}",
I6S4Sb2Sn4,63,{'pbe': {}},
Mg8O28V8,14,{'pbe': {}},
Cu2Ge4La4O16,8,"{'pbe': {'am': 2.22, 'tm': 2.0}}",
Fe2N2,194,"{'pbe': {'am': 3.38, 'tm': 3.33}}",
BIr3Sc,221,{'pbe': {}},
Fe8O20P4,9,"{'pbe': {'am': 36.11, 'tm': 36.05}}",
C12,139,{'pbe': {}},['th']
Ni3Ti3,2,{'pbe': {}},
O16Ta4Zn6,15,{'pbe': {}},
N2Rh,191,{'pbe': {}},['th']
C2Ga2Nb4,194,{'pbe': {}},
I6InO18Rb3,2,{'pbe': {}},
Fe4P12Tm,204,"{'pbe': {'am': 2.45, 'tm': 2.09}}",
La4Ni10Zn4,166,{'pbe': {}},
Cu4Lu4Mg2,127,{'pbe': {}},
Ba2Cu4O6Y,65,{'pbe': {}},
Ge24Hf12Rh12,55,{'pbe': {}},
Ge8Y4,141,{'pbe': {}},
CaP2Ru2,139,{'pbe': {}},
Cd2Cu4Ge2S8,31,{'pbe': {}},
B2Ti4,140,{'pbe': {}},['th']
Ba2BiO6Tb,12,"{'pbe': {'am': 6.47, 'tm': 6.04}}",
Bi6O20P4Sr,2,{'pbe': {}},
H28Na12Os4,136,{'pbe': {}},
Br3CsHg,221,{'pbe': {}},
AgCrO8S2,12,"{'pbe': {'am': 3.2, 'tm': 3.0}}",
Au2Rb2Te2,51,{'pbe': {}},
Ba2LaO6Os,166,"{'pbe': {'am': 3.08, 'tm': 3.0}}",
Ba4Nb2O9,164,{'pbe': {}},
Co2La2Si4,63,{'pbe': {}},
C2Co8Nb26,227,{'pbe': {}},
N4Os2,194,{'pbe': {}},['th']
Hf2S6,11,{'pbe': {}},
Cl4Cu4O4,14,{'pbe': {}},
Br8La8S8,61,{'pbe': {}},
Mg2O8S2,63,{'pbe': {}},
Eu2O2S4Sb2,129,"{'pbe': {'am': 13.13, 'tm': 12.1}}",
As16Br4Na4O24,62,{'pbe': {}},
Cl6Cs4Li2,63,{'pbe': {}},['th']
As2Cu2K4,63,{'pbe': {}},
F2Hg2,139,{'pbe': {}},
C2Al4N2O2Sc2,166,{'pbe': {}},
BeNi2Si,225,{'pbe': {}},
Ge8In12La22,139,{'pbe': {}},
InKS2,166,{'pbe': {}},
O26Te12Zn2,148,{'pbe': {}},
CdHo,221,"{'pbe': {'am': 3.5300000000000002, 'tm': 3.5}}",
As4Eu2In4,194,"{'pbe': {'am': 14.28, 'tm': 13.98}}",
AgLi2Tl,216,{'pbe': {}},
Ca2H8O16V4,2,{'pbe': {}},
Au4In6Rb,187,{'pbe': {}},
Br2Zn,166,{'pbe': {}},
Mg4Rh4Y16,216,{'pbe': {}},
N2Re2,186,{'pbe': {}},['th']
Nb4S8,36,{'pbe': {}},
Ge4Li16S16,62,{'pbe': {}},
GaNO8S2,150,"{'pbe': {'am': 3.76, 'tm': 1.96}}",
CaGe2Ru2,139,{'pbe': {}},
CEr3Sn,221,"{'pbe': {'am': 7.96, 'tm': 7.94}}",
Br20Rb4Sr8,14,{'pbe': {}},
Al2Br16Nb2,63,{'pbe': {}},
CoO2,164,"{'pbe': {'am': 1.02, 'tm': 1.01}}",
Bi2Se2Te,166,{'pbe': {}},
Ge4La12,62,{'pbe': {'am': 0.01}},
Cr2GaO8Rb,12,{'pbe': {}},
B14Br2Cr6O26,219,"{'pbe': {'am': 24.67, 'tm': 24.0}}",
Ir2Te4,136,{'pbe': {}},['th']
Mo3Ni,221,{'pbe': {}},['th']
S2Zr,164,{'pbe': {}},
CoMnSbTi,216,"{'pbe': {'am': 1.49, 'tm': 0.99}}",['th']
C4H24N8O4S4,14,{'pbe': {}},['hp']
ClIrN7O6,79,"{'pbe': {'am': 9.97, 'tm': 8.87}}",
Fe4O4,62,{'pbe': {}},"['th', 'hp']"
Bi4F4O12Se4,29,{'pbe': {}},
H28I4N8,60,"{'pbe': {'am': 0.17, 'tm': 0.15}}",
P2Zn4,224,{'pbe': {}},
MgMo6Se8,2,{'pbe': {}},
Ba6Fe8S15,87,"{'pbe': {'am': 25.08, 'tm': 24.59}}",
Eu10O14S12V6,59,"{'pbe': {'am': 72.39, 'tm': 68.0}}",
CuF2H4O2,12,"{'pbe': {'am': 1.1, 'tm': 1.0}}",
As4Se6,12,{'pbe': {}},
FeRu2Sn,225,"{'pbe': {'am': 4.35, 'tm': 4.17}}",
H24Li4N12Na8,84,{'pbe': {}},
Ba10Cl12O8Si2,15,{'pbe': {}},
O12Se4Zn4,62,{'pbe': {}},
Li8Na4O16P4,62,{'pbe': {}},
Yb2Zn4,74,"{'pbe': {'am': 0.41000000000000003, 'tm': 0.39}}",
As12Ni30,185,{'pbe': {}},
BLaRh3,221,{'pbe': {}},
Fe4Tm2,227,"{'pbe': {'am': 11.32, 'tm': 9.53}}",
Ga8S20Sn8,33,{'pbe': {}},
H16O8,72,{'pbe': {}},
Ni2Sb6Ti10,193,{'pbe': {}},
Ga3Sc,221,{'pbe': {}},
Mo8O32Tl4Yb4,62,{'pbe': {}},
C2Pr,139,"{'pbe': {'am': 2.24, 'tm': 2.21}}",
As4Ge2Zn2,122,{'pbe': {}},
Al2B28Tb2,74,"{'pbe': {'am': 11.69, 'tm': 11.1}}",
Br10Cd2Cs6,140,{'pbe': {}},
Cu3NaO12V4,204,{'pbe': {}},
HgSe,216,{'pbe': {}},
C2H3LiO5,1,{'pbe': {}},
Pd20Te6,227,{'pbe': {}},
GdSb,225,"{'pbe': {'am': 7.12, 'tm': 6.99}}",
Hg8O12Se4,14,{'pbe': {}},
F2Xe,139,{'pbe': {}},['hp']
Al3O12P3,181,{'pbe': {}},['ht']
Bi6CoO16S2,5,"{'pbe': {'am': 3.05, 'tm': 3.0}}",
Co8Ge20Y10,127,{'pbe': {}},
Gd4Pb2Pd4,127,"{'pbe': {'am': 28.63, 'tm': 28.53}}",
Al4Br12N4S4,14,{'pbe': {}},
Co14Gd2Mn3,166,"{'pbe': {'am': 45.55, 'tm': 42.67}}",
Cu4O12Te4,14,{'pbe': {}},
Cr12Ge24Zr12,55,{'pbe': {}},
CoCs2F6,225,"{'pbe': {'am': 5.09, 'tm': 5.0}}",
Gd10Ir4Sn2,140,"{'pbe': {'am': 74.15, 'tm': 73.62}}",
Cl11Hg5K,12,{'pbe': {}},
As6Sr2,12,{'pbe': {}},
F18K2Te4,2,{'pbe': {}},
SbTl,221,{'pbe': {}},
Fe12Gd2Sn12,63,"{'pbe': {'am': 43.62, 'tm': 39.76}}",
La2Na2Nb2O10Rb2,129,{'pbe': {}},
O4Pb2Pd2,74,{'pbe': {}},
Co2CsP2,139,{'pbe': {}},
F6H8N2NaV,225,"{'pbe': {'am': 2.1, 'tm': 2.0}}",
Al12Ho4O32Pb8,224,"{'pbe': {'am': 16.06, 'tm': 16.0}}",
B6Ce,221,"{'pbe': {'am': 0.74, 'tm': 0.74}}",
Ba6Cu6N6,15,{'pbe': {}},
O3SrTa,221,{'pbe': {}},['th']
Li8O12Ti4,15,{'pbe': {}},['ht']
As8La4,14,{'pbe': {}},
Ni21P6Sn2,225,{'pbe': {}},
Co2H4O10Se2,15,"{'pbe': {'am': 6.13, 'tm': 6.0}}",
NiSnZr,216,{'pbe': {}},
F12Hg4O2Zn4,227,{'pbe': {}},
F6MoNaTl2,225,"{'pbe': {'am': 3.1, 'tm': 3.0}}",
Ca2Rh,225,{'pbe': {}},
AgO2Yb,166,"{'pbe': {'am': 1.03, 'tm': 1.01}}",
Ba4Ga2Se10Y2,2,{'pbe': {}},
Ni8P32V2,15,{'pbe': {}},
Se16Ti4Tl16,14,{'pbe': {}},
Li2Mn2O14,186,"{'pbe': {'am': 13.03, 'tm': 12.0}}",
Gd8O16Si4Te4,57,"{'pbe': {'am': 56.08, 'tm': 55.98}}",
In2Sb2,186,{'pbe': {}},
Hf20Si16,92,{'pbe': {}},
As12Rh4,204,{'pbe': {}},
Cl3RbSr,221,{'pbe': {}},
Co4O8Rb12,62,"{'pbe': {'am': 10.32, 'tm': 8.0}}",
H6La2O6,176,{'pbe': {}},
Cs20P12Si4,62,{'pbe': {}},
Gd2Ge2Sn2,63,"{'pbe': {'am': 14.38, 'tm': 14.11}}",
As6Cu7Se13,146,{'pbe': {}},
Cd2,194,{'pbe': {}},
As2KRu2,139,{'pbe': {}},
Cd4Sb4Tl4,62,{'pbe': {}},
O24P4Sn12,14,{'pbe': {}},
Ir2Y4Zn50,227,{'pbe': {}},
O12Pb4Ru4,62,"{'pbe': {'am': 7.62, 'tm': 7.53}}",['hp']
Ba2ErO6Ta,225,"{'pbe': {'am': 3.02, 'tm': 3.0}}",
MgTe,225,{'pbe': {}},['th']
As6Sr10,193,{'pbe': {}},
Cl6Cs2LaNa,225,{'pbe': {}},
I12Nb4Se4,15,{'pbe': {}},
As3Cd4K,166,{'pbe': {}},
Fe3P3Ti3,189,{'pbe': {}},
Ca2Rh4,227,{'pbe': {}},
Al4Eu2,227,"{'pbe': {'am': 14.07, 'tm': 13.89}}",
B2K6O26Sb8,2,{'pbe': {}},
Bi4Mn4O20P4,14,"{'pbe': {'am': 20.03, 'tm': 20.0}}",
Cl2La2O4,10,{'pbe': {}},
Au2Hf2,129,{'pbe': {}},
Gd7I12Os,148,"{'pbe': {'am': 50.78, 'tm': 50.02}}",
Mg2Si4Y4,127,{'pbe': {}},
F8Li4Y4,13,{'pbe': {'am': 0.01}},
C2K2N2,9,{'pbe': {}},['hp']
Cs2Se2,186,"{'pbe': {'am': 2.01, 'tm': 2.0}}",['th']
Cs4O20Tl12,62,{'pbe': {}},
Mn2Mo2O12Sr4,14,"{'pbe': {'am': 8.21, 'tm': 5.93}}",
Ni3S3,160,{'pbe': {}},['hp']
Cu2FeGeSe4,82,"{'pbe': {'am': 3.87, 'tm': 3.79}}",
NPd3,221,"{'pbe': {'am': 2.75, 'tm': 2.62}}",['th']
Ge6Pt18Yb4,15,{'pbe': {}},
Fe4Na4O16Ti4,62,"{'pbe': {'am': 4.28, 'tm': 4.0}}",
F10Rb4Sb2,63,{'pbe': {}},
C4H4Ba2O10,12,{'pbe': {}},
InNi,221,{'pbe': {}},
Br18Cs6Lu4,167,{'pbe': {}},
Fe4P12Tb,204,"{'pbe': {'am': 6.8, 'tm': 6.69}}",
Cu4S8Si2Zn2,7,{'pbe': {}},
Cr2Ge4Li2O12,15,"{'pbe': {'am': 6.34, 'tm': 6.0}}",
Cl12Cs8Pb2,167,{'pbe': {}},
C3H3DyO6,160,"{'pbe': {'am': 5.01, 'tm': 5.0}}",
As4Li4O20Ti4,62,{'pbe': {}},
Cl2H20MgO10,12,{'pbe': {}},['hp']
K12Tl12,64,{'pbe': {}},
Nb2S2,194,{'pbe': {}},
As8Ba4Zn8,62,{'pbe': {}},
Gd6Pd8,148,"{'pbe': {'am': 42.81, 'tm': 42.61}}",
As3NaZn4,166,{'pbe': {}},
Br8K4Mo2,139,{'pbe': {}},
Ge8O32Rb16Zn8,29,{'pbe': {}},
O8Pd2S2,84,{'pbe': {}},['th']
As8Cu4Mn12,62,"{'pbe': {'am': 34.54, 'tm': 31.68}}",
Cr2Mn2O8,63,"{'pbe': {'am': 10.16, 'tm': 9.98}}",
B2Y,191,{'pbe': {}},
Ba2In4Ir2,63,{'pbe': {}},
I2O24P6Pb10,176,{'pbe': {}},
O28Se8V4Zn4,14,"{'pbe': {'am': 5.07, 'tm': 4.0}}",
Mg2Pb2Sm2,139,"{'pbe': {'am': 12.54, 'tm': 12.26}}",
Mg8O28P8,14,{'pbe': {}},
Co16Si7Ta6,225,{'pbe': {}},
Fe2GaTi,225,"{'pbe': {'am': 1.6099999999999999, 'tm': 0.9}}",
N2Ta2,194,{'pbe': {}},['th']
Ag3Tm,221,"{'pbe': {'am': 1.34, 'tm': 1.29}}",
Al2Gd2Ge2,109,"{'pbe': {'am': 14.26, 'tm': 13.97}}",
Cs2Cu2S8Sb4,15,{'pbe': {}},
BaMn2Sb2,139,"{'pbe': {'am': 8.2, 'tm': 7.74}}",
B2P4Rb6,15,{'pbe': {}},
Ga2Lu3Mn3Si,189,"{'pbe': {'am': 9.07, 'tm': 6.8100000000000005}}",
F3MnRb,221,"{'pbe': {'am': 5.01, 'tm': 5.0}}",
O24Ta2Tl2,227,{'pbe': {}},
F2I2Pb2,129,{'pbe': {}},
Al2La6,194,{'pbe': {}},
Ag2K4P2,63,{'pbe': {}},
Cs2Ge2,63,{'pbe': {}},
Al2Ba3Sn2,71,{'pbe': {}},
C2Re,187,{'pbe': {}},['th']
Ga20Ru6Yb4,127,{'pbe': {}},
Cl6O2Sb,71,"{'pbe': {'am': 5.1, 'tm': 5.0}}",
Al2As2Ca4Fe2O6,129,"{'pbe': {'am': 1.48, 'tm': 1.1}}",
Ag2As2K4,20,{'pbe': {}},
Ag2Gd2Pb2,186,"{'pbe': {'am': 14.36, 'tm': 14.05}}",
Bi6Cr5Se16,8,"{'pbe': {'am': 17.39, 'tm': 14.85}}",
Al2Cr2Gd6S14,173,"{'pbe': {'am': 49.08, 'tm': 34.02}}",
Al2H12I2O8,15,{'pbe': {}},
Al2B4Ir10Mg4,127,{'pbe': {}},
Bi2S2,12,{'pbe': {}},
Cu2O3Sr2,69,{'pbe': {}},
Cu4Na4Se12Zr4,62,{'pbe': {}},
As8Co4,14,{'pbe': {}},
NSc,216,{'pbe': {}},['th']
S20,15,{'pbe': {}},
Cd2Y,164,{'pbe': {}},
Cu4Na8S12Sb4,14,{'pbe': {}},
B10Pd28Y4,141,{'pbe': {}},
LaP2Pd2,139,{'pbe': {}},
K2O8RbV2Y,164,{'pbe': {}},
F4H2Rb2,140,{'pbe': {}},
Fe2O12Sb4,136,"{'pbe': {'am': 8.55, 'tm': 8.42}}",
In5RhTm,123,"{'pbe': {'am': 1.38, 'tm': 1.25}}",
Os4S8,205,{'pbe': {}},
Gd3Ge3Li3,189,"{'pbe': {'am': 21.55, 'tm': 20.99}}",
Ca4Mn4O10,55,"{'pbe': {'am': 16.26, 'tm': 16.0}}",
Cl6Fe2Tl2,194,"{'pbe': {'am': 8.06, 'tm': 8.0}}",
C8H24Br8N8S4,92,{'pbe': {}},
Mo12N4Ni12,227,{'pbe': {}},['th']
CSn,216,{'pbe': {}},['th']
S16Sr4Yb8,62,"{'pbe': {'am': 6.23, 'tm': 6.17}}",
B4Ga2Mg4Rh10,127,{'pbe': {}},
B6LuO18ScSr6,148,{'pbe': {}},
B8Cl8,137,{'pbe': {}},
AlTiZr2,225,"{'pbe': {'am': 2.09, 'tm': 1.97}}",
B6GdO18ScSr6,148,"{'pbe': {'am': 7.01, 'tm': 7.0}}",
He8O16Si8,14,{'pbe': {}},"['th', 'hp']"
Fe2Li4O8Si2,31,"{'pbe': {'am': 8.03, 'tm': 8.0}}",
CaF3Li,221,{'pbe': {}},['th']
Lu8O20Si4,14,{'pbe': {}},
F28Lu4Pt4,14,{'pbe': {}},
CsS2Ti,160,{'pbe': {}},
AsHgPd5,123,{'pbe': {}},
K2P4Sb2Se12,4,{'pbe': {}},
Mn10Si6,193,"{'pbe': {'am': 25.35, 'tm': 23.04}}",
H4N2Na6O16S2,11,{'pbe': {}},
Ge4Pb8S16,14,{'pbe': {}},
As12LaRu4,204,{'pbe': {}},
HgIn2Se4,82,{'pbe': {}},
Au2K6Se4,167,{'pbe': {}},
Be3N2,164,{'pbe': {}},['th']
Ag2Cd4Ga2S8,31,{'pbe': {}},
AsISr2,166,{'pbe': {}},
La4O19Os6,197,{'pbe': {}},
Al4O10Si2,63,{'pbe': {}},['th']
C4Fe4V8,62,{'pbe': {}},['th']
Ag4Cs4S12Te4,14,{'pbe': {}},
Cl6MnRb2,225,"{'pbe': {'am': 3.75, 'tm': 3.11}}",
F6HgMn,148,"{'pbe': {'am': 3.24, 'tm': 3.0}}",
Cu2HoIn,225,"{'pbe': {'am': 3.7, 'tm': 3.68}}",
AgPPt5,123,{'pbe': {}},
Cs8Te52,57,{'pbe': {}},
Au4Cd4Sr4,62,{'pbe': {}},
Br3CsPb,221,{'pbe': {}},['ht']
Na2O12Sr6Ta2,167,{'pbe': {}},
AlEu2O6Ta,225,"{'pbe': {'am': 14.17, 'tm': 14.0}}",
Bi8O28Sn8,9,{'pbe': {}},
C20H24N2Ni6O12,147,{'pbe': {}},
Pb4Rh2,140,{'pbe': {}},
In3La,221,{'pbe': {}},
N2O24Se4V6,173,"{'pbe': {'am': 6.15, 'tm': 5.99}}",
HMgNi,123,{'pbe': {}},['th']
Cl4Ni10O24Se8,2,"{'pbe': {'am': 20.07, 'tm': 19.59}}",
La2O4Pd,139,{'pbe': {}},
K8O16Ru4,62,"{'pbe': {'am': 8.39, 'tm': 8.0}}",
As2Co2K,139,{'pbe': {}},
C4Nb8,62,{'pbe': {}},
Ba2Mo4O24P6,167,"{'pbe': {'am': 10.38, 'tm': 10.0}}",
Br6H12O6Zn3,71,{'pbe': {}},
Ca2Ge,225,{'pbe': {}},['th']
Al4Au4La4,62,{'pbe': {}},
Cl8N16S16,14,{'pbe': {}},
As2O8Sb2,11,{'pbe': {}},
Co4P4V4,62,"{'pbe': {'am': 0.01, 'tm': 0.01}}",
C8H32N8O12,33,{'pbe': {}},
C3B12,166,{'pbe': {}},
Au2Bi8,227,{'pbe': {}},
Ba12O34Ti8Y4,194,{'pbe': {}},
C2Pb2Ti4,194,{'pbe': {}},
B8Ba2Ga2H6O20,2,{'pbe': {}},
Lu12Ru4,62,{'pbe': {}},
O8S2SrTl2,166,{'pbe': {}},
F8Na4O8V4,14,{'pbe': {}},
Si6Tc10,140,{'pbe': {}},
Ga2,13,{'pbe': {}},
F24Zr6,15,{'pbe': {}},
Ca3NP,221,{'pbe': {}},
CPd,225,{'pbe': {}},['th']
Pb3Sr,123,{'pbe': {}},
Ba2Ge2O18Si6,188,{'pbe': {}},
C12H36Cl2MoP4,121,"{'pbe': {'am': 2.52, 'tm': 2.32}}",
LaNi2P2,139,{'pbe': {}},
Nb4Ni4Te8,28,{'pbe': {}},
Ag2HoIn,225,"{'pbe': {'am': 3.61, 'tm': 3.59}}",
Cl6Rh2Te12,167,{'pbe': {}},
N3Na,12,{'pbe': {}},
Au3In3Sm3,189,"{'pbe': {'am': 17.78, 'tm': 17.61}}",
C5B,119,{'pbe': {}},['th']
Li8O14P4,2,{'pbe': {}},
Co2GaV,225,"{'pbe': {'am': 2.23, 'tm': 1.99}}",
CrNb3,225,{'pbe': {}},['th']
Cu2K4Se8Ta2,70,{'pbe': {}},
O10Ta4,15,{'pbe': {}},
Cs12F24Ni10,64,"{'pbe': {'am': 14.72, 'tm': 12.0}}",
As4Ba2Cd2O14,2,{'pbe': {}},
Ag2K6Se16Sn6,125,{'pbe': {}},
Si2V6,223,{'pbe': {}},
Au4Ca10,15,{'pbe': {}},
Be6H12,72,{'pbe': {}},
Cu36Ga16,215,{'pbe': {}},
AsPr,225,"{'pbe': {'am': 2.19, 'tm': 1.99}}",
Cr4Si4Zr4,62,{'pbe': {}},
Ge7Nb6Ni16,225,{'pbe': {}},
Al2Eu2Ge2,109,"{'pbe': {'am': 14.01, 'tm': 13.8}}",
HfNi5,216,{'pbe': {}},
C6Al10N2,186,{'pbe': {}},
La4Sb2,139,{'pbe': {}},
Mn2O6Sr2,194,"{'pbe': {'am': 5.21, 'tm': 5.04}}",
Al2K2O8Si2,173,{'pbe': {}},
F24Os4,62,"{'pbe': {'am': 8.24, 'tm': 8.0}}",
C2AgCs,123,{'pbe': {}},
Ba3Fe3NbO14Si2,150,"{'pbe': {'am': 15.05, 'tm': 15.0}}",
Eu2In4Rh2,63,"{'pbe': {'am': 14.22, 'tm': 13.7}}",
C2Mg4,136,{'pbe': {}},['th']
CLa2Re2Si2,12,{'pbe': {}},
Ge4Te4,160,{'pbe': {}},
Al2I14Te2,7,{'pbe': {}},
C2Hf4S2,194,{'pbe': {}},['th']
Ba2Cu3LuO6,123,{'pbe': {}},
As8O20Pb8,14,{'pbe': {}},
O8Si4,1,{'pbe': {}},['th']
Na2O24S6Ti4,148,"{'pbe': {'am': 6.29, 'tm': 6.0}}",
AuMn3N,221,"{'pbe': {'am': 10.61, 'tm': 10.06}}",
C8H6N2O16P4Zn2,43,"{'pbe': {'am': 0.49, 'tm': 0.26}}",
BiCuMg,216,{'pbe': {}},
Ba2Fe3HO22P6,2,"{'pbe': {'am': 15.08, 'tm': 15.0}}",
Be4Nb6,127,{'pbe': {}},
Cu4O16P4Rb4,4,{'pbe': {}},
FeS2Tl2,139,"{'pbe': {'am': 3.63, 'tm': 3.55}}",
AgN,187,{'pbe': {}},['th']
Cd2Cl6N2,194,"{'pbe': {'am': 4.18, 'tm': 4.0}}",['ht']
Cr4O6,167,"{'pbe': {'am': 12.29, 'tm': 12.0}}",
Cd3Y,225,{'pbe': {}},
Br3,221,"{'pbe': {'am': 0.58, 'tm': 0.58}}",
Br10Pb4Rb2,140,{'pbe': {}},
SbTm,221,{'pbe': {}},['hp']
Cu6Eu3Ge3S12,144,"{'pbe': {'am': 21.21, 'tm': 20.98}}",
Sb,139,{'pbe': {}},
Be6P4,224,{'pbe': {}},['th']
C12In3Na3O30,180,"{'pbe': {'am': 12.22, 'tm': 11.96}}",
Ga4K8Li12O16,14,{'pbe': {}},
Ag4O12Te4Tl4,45,{'pbe': {}},
Eu4Na4O28P8,14,"{'pbe': {'am': 25.93, 'tm': 23.97}}",
Ba4K4O16V4,62,{'pbe': {}},
B4Mn2W4,127,"{'pbe': {'am': 4.66, 'tm': 4.32}}",
FeNb3,221,"{'pbe': {'am': 2.69, 'tm': 2.32}}",['th']
Rb4Sn2Te10,108,{'pbe': {}},
C12Mn2O12Pt,2,{'pbe': {}},
B4W4,141,{'pbe': {}},
CdSe,225,{'pbe': {}},['hp']
Mg8O16Ti4,91,{'pbe': {}},
Al2Hf2Pt4,194,{'pbe': {}},
Gd4O4Se4Ti,12,"{'pbe': {'am': 28.08, 'tm': 27.9}}",
Br2Cu2,129,{'pbe': {}},['hp']
Co2Li4O16S4,14,"{'pbe': {'am': 6.11, 'tm': 6.0}}",
Ga3Rh3Zr3,189,{'pbe': {}},
Al8N2Ni2Ti24,227,{'pbe': {}},
Cs4O6Zr2,63,{'pbe': {}},
O24S4Sb4,14,"{'pbe': {'am': 4.53, 'tm': 4.19}}",
F12Na6Ni2,14,"{'pbe': {'am': 2.12, 'tm': 2.0}}",
Pd8Sn16,142,{'pbe': {}},
La6Se8,220,{'pbe': {}},
F8Mo2O4Rb4,40,{'pbe': {}},
La2NiO4,139,{'pbe': {}},
Ba4O20Tb8Zn4,62,"{'pbe': {'am': 48.07, 'tm': 48.0}}",
Co4P24Re10,58,{'pbe': {}},
